output_label,num_samples,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,698,0.499464745052,0.498100647998,0.493706621454,0.502125462841,0.508467402333,0.497485572139,0.512532408749,0.508381932498,0.489809343547,0.508985753502
AD_ICP,698,0.408145403995,0.412429693149,0.403765396473,0.417736190131,0.40911111436,0.410493249147,0.41275081877,0.420405437592,0.41129558142,0.403606420148
Adj_CP,698,0.726640693792,0.720501350027,0.725445939184,0.727101461327,0.729029836723,0.72165024866,0.726309565862,0.726304063955,0.726358265454,0.723854638835
Ash,698,0.142143425528,0.128723648507,0.129466428311,0.137416880277,0.13019874781,0.129348099671,0.125241917123,0.12811040192,0.147259602569,0.131544167088
Cellulose,698,0.508430488816,0.498504376152,0.4982804533,0.506521562917,0.497219297873,0.500573287163,0.518403107523,0.500814587027,0.493773880326,0.502664924941
Crude_protein,698,0.679445310829,0.677147279666,0.680531127746,0.679894593897,0.68223895997,0.68089123665,0.677658389633,0.677652770004,0.681317087386,0.677043141808
DCAD,698,0.133454876213,0.122384924358,0.132751125381,0.123308835673,0.129891571248,0.124477124168,0.136794489552,0.119700211374,0.121001281782,0.117683240715
Dry_Matter,698,0.217848099408,0.21706729311,0.221386548737,0.245562825142,0.224772589306,0.217350444279,0.233792778247,0.22509556532,0.217295404126,0.244218926572
EE_Fat,698,0.58606860966,0.583136598727,0.573256543735,0.58813962191,0.577331462211,0.57776346113,0.586172407698,0.581449928449,0.580743382482,0.581490508094
Hemicellulose,698,0.288996387513,0.308225765654,0.292919798936,0.302316388541,0.290115519195,0.282622197548,0.299439325571,0.298947116433,0.294585006351,0.297189331149
Lignin,698,0.457523281182,0.462691395814,0.469717093429,0.465376086433,0.459410693611,0.469872156791,0.460334458436,0.470217057811,0.468143612684,0.463111249506
NEG_OARDC,698,0.511306912088,0.525239125581,0.524831602758,0.517184196358,0.520515220442,0.517138795984,0.52397766416,0.523314760745,0.525651382637,0.525216974595
NEL3x_ADF,698,0.201771462991,0.206673790118,0.200783537785,0.206311863221,0.204977761323,0.19000994948,0.200550829517,0.204654263743,0.194967419917,0.20277000218
NEL3x_OARDC,698,0.477752581492,0.489278937402,0.488098818334,0.48480609587,0.488129644234,0.485084989369,0.48709706373,0.494023898136,0.486691761767,0.492839155593
NEM_OARDC,698,0.499726125041,0.50172242175,0.503597032565,0.495248679118,0.502585826505,0.502750376313,0.514070037415,0.507758788562,0.512311652365,0.514060818292
NFC,698,0.582204414406,0.583948847107,0.572960588841,0.588155240948,0.576389654039,0.576068479819,0.588191106529,0.585472216825,0.581383243128,0.590550919056
SPCP,698,0.54407611546,0.554983251457,0.554199070976,0.554523491947,0.550810045436,0.545758225546,0.55831654643,0.555222961937,0.549605476072,0.552429157116
Starch,698,0.210996428697,0.22418099217,0.210890145497,0.211345342962,0.225400095009,0.213283516642,0.216144230511,0.213421552018,0.223053039053,0.224581237796
TDN_OARDC,698,0.286801578126,0.290355905119,0.288078658667,0.288203285996,0.28730102099,0.283578819612,0.285402535548,0.280106864907,0.286217401719,0.279184087487
WSC_Sugar,698,0.620648466584,0.619697146223,0.6169646704,0.624350371259,0.617619419491,0.618483656593,0.632215881293,0.623707954176,0.63040899902,0.627794121067
aNDFom,698,0.527845316815,0.528133302029,0.523199843732,0.5335648735,0.520129412544,0.522420490009,0.532520386482,0.531322717288,0.520955975591,0.53164028828


input_label,mean_importance,std_importance
2016_07_13-14_Leaf_Necrosis,0.0109704727156,0.0112535183363
2016_07_13-14_vegetation_index,0.00819295672379,0.00950814577477
2016_07_13_BAP_Leaf_Area,0.0127351524278,0.0131206756205
2016_07_13_laser_plant_height,0.0245406848975,0.0228100718421
2016_07_light_interception,0.00826224289242,0.00994797194339
2016_08_05-08_vegetation_index,0.0128905099855,0.0128386828772
2016_08_light_interception,0.00779646564902,0.00905159417492
2016_09_light_interception,0.0166702817375,0.0184686967264
SF16h_HGT1_120,0.0746470653957,0.0921457136657
SF16h_HGT2_120,0.0721406575675,0.0889449941493
SF16h_HGT3_120,0.0706059527841,0.0870140863324
SF16h_HGT_120_MEAN,0.0796045065025,0.0964730186644
SF16h_HGT_120_STD,0.0271804058004,0.0200269279016
SF16h_PAN1_120,0.0208054064189,0.0415100677519
SF16h_PAN2_120,0.0188624821326,0.0395189738693
SF16h_PAN3_120,0.020253797381,0.0405705331569
SF16h_PAN_120_MEAN,0.0223768257563,0.042332241663
SF16h_PAN_120_STD,0.0122988558405,0.0293015384374
SF16h_TWT_120,0.0559190466141,0.049436604485
SF16h_WTL_120,0.0607074183851,0.0532324517602
SF16h_WTP_120,0.0315987077863,0.0554404267948
accession_origin,0.0474833886551,0.0280360679203
accession_photoperiod,0.0777377945933,0.08741577792
accession_race,0.0246762600061,0.0196135996618
accession_type,0.0770240655505,0.0845963351152
aerial_average_hue,0.0166091538752,0.0151705540088
aerial_average_saturation,0.0275577075935,0.0291994886081
gps_eastings_UTMzone17N,0.0294225401121,0.0223660374128
gps_northings_UTMzone17N,0.03042919422,0.025456393657
